Status,Age Group,Education,Industry,Location,AI Risk,Years of Experience,Monthly Salary (INR),Date Recorded
Employed,18-24,Bachelor’s,Retail,Rural,,24.0,145300.0,2025-01-11
Employed,55+,High school,Healthcare,Suburban,Medium,,30300.0,2025-01-12
Employed,18-24,Master's,Healthcare,Delhi,High,2.0,32900.0,2025-01-13
Employed,35-44,High school,Finance,Hyderabad,High,6.0,52900.0,2025-01-14
Employed,,Bachelor’s,Finance,,Medium,,89900.0,2025-01-15
Employed,35-44,PhD,Technology,Suburban,Medium,,53900.0,2025-01-16
Unemployed,55+,Bachelor’s,Retail,Mumbai,,,126500.0,2025-01-17
,25-34,Bachelor’s,Finance,Rural,High,,,2025-01-18
Unemployed,,Bachelor’s,Retail,Suburban,Low,,67100.0,2025-01-19
Unemployed,55+,,Retail,Rural,High,0.0,143300.0,2025-01-20
,35-44,Bachelor’s,Retail,Urban,Medium,,28000.0,2025-01-21
,55+,High school,,Urban,Low,,88000.0,2025-01-22
Unemployed,18-24,PhD,Retail,,Medium,,113700.0,2025-01-23
Employed,35-44,High school,Technology,Mumbai,High,,88500.0,2025-01-24
Employed,55+,High school,Retail,Suburban,High,8.0,65500.0,2025-01-25
Employed,55+,,Technology,Urban,High,22.0,41300.0,2025-01-26
Unemployed,35-44,Bachelor’s,Technology,Suburban,High,,148100.0,2025-01-27
Employed,18-24,High school,Technology,Urban,High,27.0,59900.0,2025-01-28
Employed,45-54,Bachelor’s,Technology,Delhi,High,,84800.0,2025-01-29
,25-34,Bachelor’s,Retail,Urban,,,47700.0,2025-01-30
Unemployed,55+,Master's,Technology,Rural,Medium,11.0,68800.0,2025-01-31
Employed,18-24,High school,Retail,Rural,Medium,10.0,42000.0,2025-02-01
Unemployed,18-24,Bachelor’s,Retail,Delhi,High,,22600.0,2025-02-02
Unemployed,45-54,PhD,Retail,Urban,High,,30500.0,2025-02-03
Employed,25-34,PhD,,Mumbai,High,,,2025-02-04
Employed,18-24,Master's,Finance,Urban,,30.0,29800.0,2025-02-05
Unemployed,55+,High school,Retail,Mumbai,Medium,,7300.0,2025-02-06
Employed,,,,Delhi,Low,1.0,131600.0,2025-02-07
Employed,18-24,PhD,Technology,Hyderabad,Low,29.0,44500.0,2025-02-08
Employed,18-24,,Technology,Mumbai,High,14.0,43200.0,2025-02-09
Employed,25-34,,Finance,Suburban,High,,,2025-02-10
Unemployed,35-44,Master's,Retail,Delhi,High,,,2025-02-11
Unemployed,,Bachelor’s,Education,Hyderabad,,,,2025-02-12
Employed,25-34,Bachelor’s,Finance,Urban,Low,30.0,104100.0,2025-02-13
Unemployed,18-24,Bachelor’s,Finance,Delhi,High,,18100.0,2025-02-14
Unemployed,55+,Bachelor’s,,Urban,Medium,,28200.0,2025-02-15
Employed,55+,Bachelor’s,Healthcare,Hyderabad,Low,18.0,143100.0,2025-02-16
Unemployed,25-34,Bachelor’s,Healthcare,Delhi,Low,25.0,,2025-02-17
Unemployed,25-34,Bachelor’s,Finance,Urban,Medium,,30000.0,2025-02-18
Employed,45-54,Bachelor’s,Finance,,Low,,114700.0,2025-02-19
Employed,,PhD,Technology,Mumbai,,20.0,78000.0,2025-02-20
Unemployed,55+,High school,,Hyderabad,Medium,12.0,97400.0,2025-02-21
Unemployed,25-34,PhD,Healthcare,,Low,,90000.0,2025-02-22
Employed,,Bachelor’s,Finance,Delhi,High,18.0,71400.0,2025-02-23
,45-54,High school,Retail,Hyderabad,Medium,,59600.0,2025-02-24
Unemployed,25-34,Bachelor’s,Healthcare,Mumbai,,,137900.0,2025-02-25
Employed,25-34,Diploma,Finance,Hyderabad,High,,85600.0,2025-02-26
Employed,,,Technology,Bangalore,Low,11.0,38800.0,2025-02-27
Employed,18-24,Bachelor’s,Healthcare,Delhi,Low,,84400.0,2025-02-28
Employed,18-24,High school,Finance,,Low,,,2025-03-01
Employed,35-44,Bachelor’s,Finance,,Medium,,38600.0,2025-03-02
Unemployed,18-24,PhD,Finance,Mumbai,Medium,11.0,105500.0,2025-03-03
,25-34,Diploma,Healthcare,Mumbai,Medium,,61600.0,2025-03-04
Unemployed,55+,Diploma,Technology,Bangalore,Medium,23.0,77300.0,2025-03-05
Employed,25-34,PhD,Finance,Urban,Medium,,144200.0,2025-03-06
,55+,Diploma,Retail,Rural,High,,39800.0,2025-03-07
Employed,18-24,Master's,Healthcare,Bangalore,Medium,,33200.0,2025-03-08
Employed,25-34,High school,Healthcare,Delhi,Medium,,110300.0,2025-03-09
,25-34,,Finance,Mumbai,High,28.0,,2025-03-10
,35-44,Bachelor’s,Healthcare,Delhi,,20.0,138500.0,2025-03-11
Unemployed,18-24,Master's,Healthcare,Urban,Low,,109000.0,2025-03-12
Employed,45-54,Diploma,Retail,Hyderabad,Low,,9900.0,2025-03-13
Employed,45-54,PhD,Retail,Mumbai,Low,,,2025-03-14
Unemployed,55+,Bachelor’s,Healthcare,Suburban,,0.0,75800.0,2025-03-15
Employed,35-44,Bachelor’s,Technology,Hyderabad,High,14.0,47300.0,2025-03-16
,55+,High school,Technology,Urban,High,29.0,,2025-03-17
Employed,45-54,,Finance,Delhi,,16.0,142700.0,2025-03-18
,18-24,Bachelor’s,Healthcare,Suburban,,,35800.0,2025-03-19
Employed,35-44,High school,Retail,Delhi,Low,,32300.0,2025-03-20
,25-34,High school,Technology,Suburban,High,,51000.0,2025-03-21
Employed,18-24,Bachelor’s,Technology,Urban,High,28.0,128000.0,2025-03-22
Employed,25-34,High school,Finance,Urban,High,20.0,144700.0,2025-03-23
Employed,18-24,,Technology,Delhi,Medium,,89800.0,2025-03-24
Unemployed,,Master's,Finance,Urban,High,29.0,106200.0,2025-03-25
Employed,45-54,Master's,Healthcare,Hyderabad,Medium,,106200.0,2025-03-26
Unemployed,,,Technology,Mumbai,,,66900.0,2025-03-27
,18-24,High school,Education,,,22.0,81800.0,2025-03-28
Employed,,PhD,Healthcare,Hyderabad,Medium,,7500.0,2025-03-29
Unemployed,25-34,Master's,Retail,Delhi,High,11.0,86800.0,2025-03-30
Unemployed,18-24,High school,Healthcare,Urban,Low,,80800.0,2025-03-31
,25-34,Master's,Technology,Mumbai,High,,144800.0,2025-04-01
Unemployed,18-24,Bachelor’s,Education,Bangalore,,,45200.0,2025-04-02
Employed,45-54,High school,Education,Delhi,,5.0,97600.0,2025-04-03
Employed,55+,Master's,,Urban,Low,,29600.0,2025-04-04
,55+,,,Hyderabad,Low,20.0,88600.0,2025-04-05
Employed,45-54,High school,Finance,Urban,High,24.0,37100.0,2025-04-06
,25-34,Bachelor’s,Healthcare,Rural,Low,,41800.0,2025-04-07
Unemployed,18-24,High school,Finance,Urban,,,,2025-04-08
Unemployed,45-54,Bachelor’s,Healthcare,Bangalore,Low,,,2025-04-09
Employed,,Master's,Education,Delhi,,,38100.0,2025-04-10
Employed,25-34,Bachelor’s,Finance,Rural,High,,,2025-04-11
Unemployed,25-34,High school,Technology,Delhi,High,29.0,92200.0,2025-04-12
Employed,55+,Master's,Education,Delhi,Medium,14.0,117100.0,2025-04-13
,25-34,High school,Healthcare,Suburban,High,,,2025-04-14
,18-24,PhD,Education,Urban,High,,78600.0,2025-04-15
Employed,18-24,PhD,,Delhi,Medium,5.0,111000.0,2025-04-16
Unemployed,18-24,Master's,Technology,,Medium,,82600.0,2025-04-17
Employed,35-44,High school,Retail,Suburban,Medium,,139600.0,2025-04-18
Employed,25-34,,Education,Mumbai,Low,16.0,87900.0,2025-04-19
Employed,45-54,,Education,Urban,,,24200.0,2025-04-20
,55+,PhD,Education,Urban,Medium,,56100.0,2025-04-21
,18-24,High school,Healthcare,Hyderabad,Medium,18.0,,2025-04-22
Unemployed,18-24,Bachelor’s,Finance,Hyderabad,Low,24.0,114400.0,2025-04-23
Unemployed,55+,PhD,Technology,Delhi,High,25.0,139500.0,2025-04-24
Employed,,Master's,Finance,Urban,Medium,21.0,102200.0,2025-04-25
Unemployed,18-24,,Technology,Mumbai,Medium,,64500.0,2025-04-26
Unemployed,55+,,Technology,Urban,Low,,33300.0,2025-04-27
Employed,55+,High school,Healthcare,,,7.0,77700.0,2025-04-28
Unemployed,18-24,PhD,Finance,Bangalore,,10.0,22200.0,2025-04-29
,25-34,Master's,Retail,,Low,5.0,,2025-04-30
Unemployed,25-34,Master's,Finance,Suburban,Low,,,2025-05-01
Employed,18-24,,Retail,Rural,Medium,,,2025-05-02
,18-24,Diploma,Retail,,Low,,103800.0,2025-05-03
,55+,Bachelor’s,Finance,,High,,34800.0,2025-05-04
Unemployed,35-44,Master's,Education,,High,,,2025-05-05
Employed,18-24,,Finance,Hyderabad,Medium,14.0,11900.0,2025-05-06
Unemployed,18-24,Master's,Finance,Rural,Medium,,94800.0,2025-05-07
Unemployed,25-34,High school,Retail,Suburban,Medium,20.0,113500.0,2025-05-08
Employed,25-34,Bachelor’s,Healthcare,Suburban,Low,,43900.0,2025-05-09
Unemployed,18-24,Bachelor’s,Technology,Mumbai,Low,6.0,25900.0,2025-05-10
Unemployed,25-34,Bachelor’s,Healthcare,,,28.0,110600.0,2025-05-11
Unemployed,18-24,Master's,Finance,Suburban,Low,19.0,121400.0,2025-05-12
Unemployed,25-34,PhD,Education,Mumbai,Low,20.0,145700.0,2025-05-13
Employed,,PhD,Education,Urban,Medium,,,2025-05-14
Unemployed,18-24,Master's,Finance,Urban,Low,1.0,105700.0,2025-05-15
Unemployed,25-34,PhD,Education,,Low,8.0,42200.0,2025-05-16
,,PhD,Education,Delhi,Medium,,88300.0,2025-05-17
Unemployed,25-34,Diploma,Healthcare,Bangalore,Medium,7.0,68600.0,2025-05-18
Employed,25-34,High school,Retail,Suburban,,15.0,53800.0,2025-05-19
Employed,55+,Diploma,Healthcare,Delhi,High,,102000.0,2025-05-20
Unemployed,55+,,Healthcare,Hyderabad,Low,29.0,37800.0,2025-05-21
,35-44,High school,Finance,Rural,Low,,,2025-05-22
Employed,18-24,Bachelor’s,Finance,Suburban,High,22.0,120200.0,2025-05-23
Employed,45-54,Bachelor’s,Finance,Delhi,Low,,28600.0,2025-05-24
Unemployed,35-44,High school,Finance,Mumbai,Low,,105900.0,2025-05-25
Unemployed,,PhD,Finance,Delhi,Low,5.0,91400.0,2025-05-26
Employed,55+,Bachelor’s,Education,,,3.0,80800.0,2025-05-27
,55+,Bachelor’s,Healthcare,Delhi,Low,,43200.0,2025-05-28
Employed,35-44,Bachelor’s,Retail,Suburban,Low,4.0,77600.0,2025-05-29
Employed,25-34,High school,Finance,Bangalore,High,,94100.0,2025-05-30
Employed,25-34,High school,Healthcare,Delhi,High,,6400.0,2025-05-31
Unemployed,25-34,Bachelor’s,,Urban,High,,46400.0,2025-06-01
Unemployed,25-34,PhD,Technology,Rural,Low,4.0,145700.0,2025-06-02
Unemployed,45-54,,Healthcare,Delhi,Low,,56000.0,2025-06-03
Employed,45-54,High school,,Mumbai,Medium,,73500.0,2025-06-04
Unemployed,35-44,Master's,Finance,Urban,Low,26.0,108400.0,2025-06-05
Employed,25-34,,,Urban,Medium,7.0,79300.0,2025-06-06
Unemployed,45-54,Bachelor’s,,,Medium,,35900.0,2025-06-07
Employed,18-24,,Healthcare,Rural,,,,2025-06-08
Employed,,Bachelor’s,Healthcare,Urban,Medium,,69700.0,2025-06-09
Unemployed,18-24,High school,Finance,Suburban,Low,10.0,24700.0,2025-06-10
Unemployed,,PhD,Technology,Rural,High,,9700.0,2025-06-11
Employed,35-44,,Healthcare,Bangalore,,,,2025-06-12
Employed,35-44,High school,Retail,Hyderabad,High,,,2025-06-13
Unemployed,55+,Master's,Retail,Bangalore,High,,117800.0,2025-06-14
,45-54,Master's,Technology,Urban,Medium,,145700.0,2025-06-15
Unemployed,55+,Master's,Healthcare,Suburban,Low,20.0,25000.0,2025-06-16
Unemployed,45-54,Master's,Finance,Bangalore,Medium,8.0,43400.0,2025-06-17
Unemployed,25-34,Diploma,Retail,Mumbai,Low,,121600.0,2025-06-18
Employed,25-34,Diploma,Healthcare,,Medium,,82400.0,2025-06-19
Employed,25-34,,Finance,Urban,Low,,16200.0,2025-06-20
Employed,45-54,,Finance,Suburban,,26.0,,2025-06-21
Unemployed,18-24,,Finance,Suburban,,19.0,71300.0,2025-06-22
Unemployed,55+,Master's,Retail,Suburban,Low,,87600.0,2025-06-23
Employed,,PhD,Finance,Bangalore,Low,,122900.0,2025-06-24
Unemployed,45-54,PhD,Healthcare,,High,,102100.0,2025-06-25
,45-54,Bachelor’s,Finance,Bangalore,Medium,13.0,,2025-06-26
Employed,25-34,PhD,Finance,Rural,Medium,,,2025-06-27
Employed,55+,High school,,Urban,,,107900.0,2025-06-28
Unemployed,25-34,Master's,Retail,,,,25100.0,2025-06-29
Employed,25-34,,Healthcare,Bangalore,Medium,,,2025-06-30
Unemployed,18-24,Master's,Finance,Hyderabad,Low,,43700.0,2025-07-01
,25-34,Diploma,Technology,Urban,Low,,70600.0,2025-07-02
,35-44,Diploma,Healthcare,Urban,Medium,,137900.0,2025-07-03
Employed,25-34,Diploma,Finance,Bangalore,High,21.0,39700.0,2025-07-04
Unemployed,55+,Diploma,Healthcare,Hyderabad,Low,,22900.0,2025-07-05
Employed,18-24,Master's,Finance,Rural,High,,6400.0,2025-07-06
Employed,35-44,PhD,Retail,Suburban,High,,60700.0,2025-07-07
Employed,45-54,Master's,Finance,Urban,,,,2025-07-08
,55+,Bachelor’s,Education,,High,,,2025-07-09
Employed,45-54,PhD,Healthcare,Delhi,Medium,10.0,146200.0,2025-07-10
Unemployed,18-24,Bachelor’s,Retail,Mumbai,High,9.0,,2025-07-11
Employed,25-34,High school,Retail,Urban,Medium,21.0,28100.0,2025-07-12
Unemployed,55+,,Finance,Hyderabad,Medium,,142800.0,2025-07-13
Employed,25-34,Bachelor’s,Retail,,Medium,,107400.0,2025-07-14
Employed,45-54,Bachelor’s,Finance,Delhi,,9.0,52600.0,2025-07-15
Employed,45-54,Bachelor’s,Finance,Mumbai,Medium,12.0,32900.0,2025-07-16
Employed,55+,Master's,,Hyderabad,Low,,,2025-07-17
Unemployed,25-34,High school,Technology,Mumbai,Low,,,2025-07-18
Unemployed,35-44,Bachelor’s,Education,Urban,Medium,20.0,78600.0,2025-07-19
Unemployed,55+,,Retail,Delhi,High,27.0,47600.0,2025-07-20
Employed,35-44,PhD,Technology,Suburban,,,56200.0,2025-07-21
Employed,35-44,Bachelor’s,Retail,Suburban,High,,56700.0,2025-07-22
Unemployed,25-34,PhD,Retail,Rural,Low,,18300.0,2025-07-23
Unemployed,35-44,Bachelor’s,Retail,,High,,124400.0,2025-07-24
,35-44,PhD,Finance,Urban,,2.0,41900.0,2025-07-25
Unemployed,,PhD,Healthcare,Delhi,High,7.0,26100.0,2025-07-26
Unemployed,35-44,PhD,Retail,Bangalore,Medium,,41800.0,2025-07-27
Employed,35-44,Diploma,,Rural,High,,141200.0,2025-07-28
Employed,25-34,High school,,Delhi,Low,,132100.0,2025-07-29
Employed,45-54,PhD,Finance,Hyderabad,Low,26.0,110600.0,2025-07-30
Unemployed,18-24,Bachelor’s,Retail,Bangalore,,,94400.0,2025-07-31
Unemployed,,,Healthcare,Urban,Medium,30.0,81600.0,2025-08-01
Employed,18-24,,Finance,Mumbai,High,8.0,115800.0,2025-08-02
Employed,25-34,Bachelor’s,Healthcare,Delhi,Medium,,125000.0,2025-08-03
Employed,55+,Master's,Healthcare,Hyderabad,Low,,145400.0,2025-08-04
Employed,18-24,High school,Healthcare,Bangalore,Low,5.0,108300.0,2025-08-05
Unemployed,25-34,High school,Technology,Mumbai,Low,30.0,64500.0,2025-08-06
Unemployed,18-24,PhD,Retail,Urban,Low,17.0,71300.0,2025-08-07
Unemployed,55+,PhD,Technology,Urban,High,,69400.0,2025-08-08
Employed,35-44,Master's,Finance,Hyderabad,Medium,,92500.0,2025-08-09
Unemployed,18-24,High school,Finance,Suburban,,6.0,135000.0,2025-08-10
Employed,35-44,High school,,Urban,High,,36300.0,2025-08-11
Employed,18-24,Master's,Healthcare,Mumbai,Medium,23.0,98700.0,2025-08-12
Employed,45-54,High school,Finance,Rural,Medium,,67400.0,2025-08-13
,25-34,PhD,Technology,Delhi,Low,20.0,115700.0,2025-08-14
Unemployed,18-24,Diploma,Retail,Mumbai,Low,17.0,12400.0,2025-08-15
Unemployed,18-24,Bachelor’s,,Mumbai,High,,,2025-08-16
Employed,55+,Master's,Retail,Suburban,,,,2025-08-17
,18-24,High school,Retail,Urban,High,1.0,90000.0,2025-08-18
Unemployed,25-34,Master's,,Suburban,Medium,21.0,60800.0,2025-08-19
Unemployed,18-24,Master's,Finance,Bangalore,,,55300.0,2025-08-20
Unemployed,25-34,,Healthcare,,Medium,6.0,18000.0,2025-08-21
Unemployed,25-34,PhD,Healthcare,Urban,High,2.0,13100.0,2025-08-22
Unemployed,25-34,Bachelor’s,Healthcare,Urban,Low,,114700.0,2025-08-23
Employed,,PhD,Education,Hyderabad,Medium,,57300.0,2025-08-24
Unemployed,25-34,Master's,,Rural,Low,,122000.0,2025-08-25
Employed,18-24,Diploma,Retail,Suburban,High,,7900.0,2025-08-26
,,Diploma,Healthcare,,Low,0.0,,2025-08-27
Unemployed,25-34,PhD,Healthcare,Rural,Low,20.0,118600.0,2025-08-28
Unemployed,55+,High school,Healthcare,Urban,Low,9.0,,2025-08-29
Unemployed,25-34,Bachelor’s,Finance,Mumbai,Low,,72200.0,2025-08-30
Unemployed,25-34,Bachelor’s,Education,Mumbai,,26.0,35500.0,2025-08-31
Unemployed,18-24,PhD,Healthcare,Urban,High,,129300.0,2025-09-01
Employed,55+,Diploma,Retail,Delhi,Medium,,126500.0,2025-09-02
Employed,25-34,Master's,Healthcare,Rural,Low,,36900.0,2025-09-03
Employed,35-44,Bachelor’s,Retail,,Low,2.0,,2025-09-04
Unemployed,18-24,Bachelor’s,Healthcare,Urban,,,47100.0,2025-09-05
,45-54,Master's,Technology,Urban,Medium,,,2025-09-06
,18-24,PhD,Technology,Delhi,High,2.0,10800.0,2025-09-07
Unemployed,18-24,High school,Technology,Mumbai,Medium,10.0,89900.0,2025-09-08
Employed,18-24,Bachelor’s,Education,Hyderabad,High,,147900.0,2025-09-09
Unemployed,,Master's,Finance,Suburban,Medium,19.0,,2025-09-10
Unemployed,45-54,PhD,Technology,Delhi,High,9.0,32300.0,2025-09-11
Employed,55+,PhD,Education,Urban,High,,66800.0,2025-09-12
Unemployed,25-34,Diploma,Retail,Rural,Low,28.0,70600.0,2025-09-13
Unemployed,35-44,High school,Education,Delhi,,13.0,138600.0,2025-09-14
Employed,35-44,PhD,Retail,Bangalore,High,,51800.0,2025-09-15
Employed,25-34,Master's,Healthcare,Bangalore,Medium,,119000.0,2025-09-16
Employed,18-24,High school,Healthcare,Urban,Low,,8100.0,2025-09-17
,18-24,PhD,Healthcare,Mumbai,Medium,5.0,112300.0,2025-09-18
Employed,18-24,High school,Retail,Rural,,14.0,33700.0,2025-09-19
,,PhD,Education,,Low,,67300.0,2025-09-20
Unemployed,55+,Master's,Retail,,Medium,11.0,107800.0,2025-09-21
Unemployed,25-34,Bachelor’s,Education,Rural,Low,25.0,137200.0,2025-09-22
Unemployed,25-34,,Finance,Bangalore,Medium,10.0,148600.0,2025-09-23
Employed,,Diploma,Healthcare,Suburban,,25.0,88500.0,2025-09-24
Employed,18-24,PhD,Finance,Mumbai,Medium,0.0,133700.0,2025-09-25
Unemployed,55+,PhD,Education,Rural,Medium,,112100.0,2025-09-26
Unemployed,45-54,Diploma,Finance,Suburban,High,,115500.0,2025-09-27
Employed,18-24,PhD,Technology,Urban,Low,30.0,122500.0,2025-09-28
Unemployed,18-24,High school,Education,Suburban,High,,,2025-09-29
Unemployed,18-24,Master's,Retail,Urban,High,7.0,,2025-09-30
Employed,18-24,High school,Finance,Bangalore,,,137700.0,2025-10-01
Employed,,,Education,Urban,Low,,23600.0,2025-10-02
Unemployed,18-24,High school,Retail,Urban,High,,114600.0,2025-10-03
Unemployed,25-34,Bachelor’s,Healthcare,Hyderabad,Medium,,145500.0,2025-10-04
Unemployed,18-24,High school,Finance,Suburban,Low,,65700.0,2025-10-05
Employed,25-34,Master's,Education,Delhi,Medium,,,2025-10-06
Employed,18-24,Bachelor’s,Retail,Suburban,High,,123700.0,2025-10-07
Unemployed,45-54,High school,Retail,Suburban,,25.0,140300.0,2025-10-08
Employed,18-24,,Healthcare,Suburban,,,42400.0,2025-10-09
Unemployed,25-34,,,Rural,Low,,,2025-10-10
Employed,35-44,PhD,Technology,,Medium,,141100.0,2025-10-11
Employed,25-34,Diploma,Education,Bangalore,,17.0,43000.0,2025-10-12
Unemployed,18-24,Bachelor’s,,Bangalore,High,,,2025-10-13
Unemployed,18-24,Master's,Finance,Rural,High,,44500.0,2025-10-14
Unemployed,25-34,PhD,Healthcare,Urban,High,,107300.0,2025-10-15
Unemployed,25-34,Diploma,Finance,Urban,Low,,110800.0,2025-10-16
,25-34,Master's,Finance,Mumbai,Medium,,70000.0,2025-10-17
Employed,25-34,Bachelor’s,Healthcare,Delhi,Medium,,132300.0,2025-10-18
,55+,Master's,Education,Rural,High,15.0,109400.0,2025-10-19
Employed,25-34,High school,Finance,Delhi,Medium,16.0,122400.0,2025-10-20
,45-54,,,Hyderabad,Low,,90400.0,2025-10-21
,25-34,Bachelor’s,,Mumbai,High,22.0,142400.0,2025-10-22
Unemployed,,Bachelor’s,Healthcare,Delhi,Low,24.0,148100.0,2025-10-23
Unemployed,35-44,PhD,,Rural,High,26.0,12500.0,2025-10-24
Unemployed,25-34,Master's,Healthcare,Delhi,Medium,8.0,16300.0,2025-10-25
Unemployed,45-54,Master's,Healthcare,Suburban,Low,,,2025-10-26
Employed,55+,Bachelor’s,Retail,Mumbai,High,,46400.0,2025-10-27
Unemployed,55+,Diploma,Healthcare,Suburban,High,24.0,59800.0,2025-10-28
Unemployed,45-54,PhD,Finance,Rural,,,,2025-10-29
Unemployed,45-54,Diploma,Retail,Delhi,Low,,58600.0,2025-10-30
Unemployed,35-44,Bachelor’s,Finance,Bangalore,,,142000.0,2025-10-31
Unemployed,45-54,PhD,Technology,,High,,58300.0,2025-11-01
Employed,55+,PhD,Retail,Urban,Medium,,126700.0,2025-11-02
,35-44,PhD,,Bangalore,,1.0,85500.0,2025-11-03
Unemployed,45-54,Master's,Healthcare,Hyderabad,Low,23.0,116900.0,2025-11-04
,25-34,High school,,Urban,Medium,28.0,115300.0,2025-11-05
Employed,45-54,High school,Healthcare,Suburban,Medium,,10300.0,2025-11-06
Employed,18-24,High school,Retail,Bangalore,,,55500.0,2025-11-07
,55+,Bachelor’s,Retail,Bangalore,Low,26.0,105500.0,2025-11-08
Employed,35-44,PhD,,Urban,High,19.0,,2025-11-09
Unemployed,45-54,,Retail,,Low,,,2025-11-10
,25-34,High school,Healthcare,Suburban,High,13.0,120700.0,2025-11-11
,18-24,Diploma,Retail,Bangalore,Medium,2.0,28100.0,2025-11-12
Employed,,Master's,Technology,Urban,High,8.0,105800.0,2025-11-13
Unemployed,45-54,High school,Healthcare,Urban,Low,6.0,63900.0,2025-11-14
Employed,25-34,Master's,Retail,Urban,Low,3.0,,2025-11-15
,25-34,,Technology,Delhi,Medium,20.0,37300.0,2025-11-16
Unemployed,55+,Master's,Healthcare,Mumbai,Low,25.0,,2025-11-17
Unemployed,25-34,Bachelor’s,Technology,Hyderabad,High,4.0,103700.0,2025-11-18
Employed,18-24,PhD,Retail,Bangalore,High,,89400.0,2025-11-19
Unemployed,55+,Master's,Healthcare,Urban,Low,21.0,102000.0,2025-11-20
Unemployed,,High school,Retail,Urban,Medium,3.0,5500.0,2025-11-21
Employed,35-44,Diploma,Technology,Rural,Low,,28100.0,2025-11-22
Unemployed,35-44,Master's,Retail,,High,,132100.0,2025-11-23
Unemployed,45-54,Bachelor’s,Finance,Urban,,,58300.0,2025-11-24
Employed,,Master's,Healthcare,Urban,High,,88600.0,2025-11-25
Unemployed,18-24,Master's,Retail,Urban,Medium,5.0,,2025-11-26
Unemployed,18-24,Master's,Healthcare,Urban,Medium,,61700.0,2025-11-27
Employed,25-34,,Retail,Bangalore,Low,26.0,91000.0,2025-11-28
Unemployed,18-24,Master's,Technology,Urban,,,133500.0,2025-11-29
Employed,55+,Diploma,Healthcare,Suburban,High,,137300.0,2025-11-30
,35-44,PhD,Retail,Rural,Low,,31300.0,2025-12-01
Employed,18-24,,Healthcare,Urban,High,,5100.0,2025-12-02
Unemployed,35-44,Diploma,Retail,Hyderabad,High,29.0,121700.0,2025-12-03
Employed,18-24,Bachelor’s,Education,Mumbai,Low,,53800.0,2025-12-04
Unemployed,18-24,Bachelor’s,Finance,Suburban,High,16.0,17700.0,2025-12-05
Employed,25-34,High school,Technology,Urban,Medium,29.0,,2025-12-06
,18-24,,,Mumbai,Medium,,7800.0,2025-12-07
,35-44,High school,Healthcare,Rural,Low,,125500.0,2025-12-08
,25-34,Master's,Retail,Mumbai,Medium,19.0,29900.0,2025-12-09
Employed,18-24,Diploma,Finance,Urban,High,,,2025-12-10
,45-54,Diploma,Retail,Suburban,Medium,,,2025-12-11
,55+,Bachelor’s,Healthcare,Bangalore,High,,62500.0,2025-12-12
Unemployed,45-54,Master's,Finance,Rural,Low,,109900.0,2025-12-13
Employed,18-24,Master's,Finance,Bangalore,Low,29.0,37800.0,2025-12-14
Unemployed,18-24,Master's,Retail,Urban,High,3.0,53400.0,2025-12-15
Unemployed,25-34,High school,Retail,Urban,Medium,25.0,100600.0,2025-12-16
,45-54,Bachelor’s,Technology,Hyderabad,Medium,,94600.0,2025-12-17
,18-24,PhD,,Rural,Low,,32500.0,2025-12-18
Unemployed,25-34,PhD,Technology,,High,11.0,,2025-12-19
Unemployed,35-44,Diploma,Finance,Bangalore,Medium,2.0,34200.0,2025-12-20
,,PhD,Finance,Mumbai,Medium,,7300.0,2025-12-21
Unemployed,,PhD,Retail,,Medium,,130700.0,2025-12-22
Employed,35-44,Master's,Healthcare,Mumbai,Medium,,66100.0,2025-12-23
,55+,High school,Technology,Bangalore,Low,,48500.0,2025-12-24
Employed,55+,High school,Healthcare,Urban,Medium,,127100.0,2025-12-25
Employed,18-24,PhD,Retail,Bangalore,Medium,9.0,46700.0,2025-12-26
Unemployed,25-34,High school,Technology,Rural,,,24400.0,2025-12-27
Unemployed,,Master's,Healthcare,,Low,27.0,29800.0,2025-12-28
Unemployed,45-54,Master's,Technology,Urban,Low,18.0,41900.0,2025-12-29
Employed,25-34,,Technology,Rural,High,20.0,8800.0,2025-12-30
Employed,25-34,Master's,Technology,Hyderabad,Low,,,2025-12-31
Unemployed,45-54,Master's,Retail,Suburban,Low,11.0,39400.0,2026-01-01
,25-34,High school,Finance,Suburban,Low,,121700.0,2026-01-02
Unemployed,25-34,Bachelor’s,Technology,Suburban,Low,28.0,,2026-01-03
Unemployed,25-34,Bachelor’s,Healthcare,Mumbai,Low,23.0,128500.0,2026-01-04
Employed,25-34,PhD,Finance,Rural,Low,22.0,48400.0,2026-01-05
Unemployed,,Diploma,Retail,Urban,High,23.0,83500.0,2026-01-06
Unemployed,55+,Bachelor’s,Retail,Bangalore,Low,,98800.0,2026-01-07
Employed,45-54,Master's,Retail,Delhi,Low,,34300.0,2026-01-08
Unemployed,25-34,High school,Finance,Bangalore,High,,118100.0,2026-01-09
,,,Technology,Bangalore,Low,23.0,,2026-01-10
,55+,PhD,Finance,Rural,Medium,16.0,,2026-01-11
Employed,25-34,PhD,Technology,Suburban,Medium,,48400.0,2026-01-12
Unemployed,45-54,High school,Retail,,Medium,,96000.0,2026-01-13
Employed,25-34,Master's,Retail,Urban,,,79900.0,2026-01-14
Employed,25-34,Master's,Finance,Urban,High,13.0,14500.0,2026-01-15
Employed,25-34,Diploma,Finance,Mumbai,Medium,16.0,31900.0,2026-01-16
